State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
VERMONT-Nonmetropolitan Counties,Rutland,2,0,,0,0,2,124,3,120,1,0
VERMONT-Nonmetropolitan Counties,Washington,0,0,,0,0,0,0,0,0,0,0
VERMONT-Nonmetropolitan Counties,Windham,0,0,,0,0,0,5,1,4,0,0
VERMONT-Nonmetropolitan Counties,Windsor,0,0,,0,0,0,0,0,0,0,0
VIRGINIA-Metropolitan Counties,Albemarle County Police Department,152,1,,24,45,82,2034,304,1639,91,26
VIRGINIA-Metropolitan Counties,Amelia,17,0,,2,1,14,176,42,95,39,1
VIRGINIA-Metropolitan Counties,Amherst,49,1,,10,17,21,463,40,395,28,5
VIRGINIA-Metropolitan Counties,Appomattox,18,0,,2,4,12,130,25,88,17,2
VIRGINIA-Metropolitan Counties,Arlington County Police Department,328,2,,26,150,150,4208,396,3520,292,5
VIRGINIA-Metropolitan Counties,Bedford,56,2,,7,8,39,737,129,564,44,4
VIRGINIA-Metropolitan Counties,Botetourt,21,1,,3,5,12,348,55,278,15,3
VIRGINIA-Metropolitan Counties,Campbell,76,0,,12,10,54,825,163,607,55,3
VIRGINIA-Metropolitan Counties,Caroline,63,4,,7,12,40,432,103,328,1,2
VIRGINIA-Metropolitan Counties,Charles City,8,0,,1,1,6,20,10,8,2,0
VIRGINIA-Metropolitan Counties,Chesterfield County Police Department,683,10,,73,327,273,7261,1636,5123,502,105
VIRGINIA-Metropolitan Counties,Clarke,23,0,,2,1,20,187,36,135,16,3
VIRGINIA-Metropolitan Counties,Craig,3,0,,0,1,2,24,10,13,1,13
VIRGINIA-Metropolitan Counties,Cumberland,20,1,,2,1,16,54,20,22,12,1
VIRGINIA-Metropolitan Counties,Dinwiddie,63,5,,12,14,32,408,95,267,46,2
VIRGINIA-Metropolitan Counties,Fairfax County Police Department,865,15,,69,480,301,16574,1369,13988,1217,136
VIRGINIA-Metropolitan Counties,Fauquier,76,4,,11,5,56,715,131,520,64,8
VIRGINIA-Metropolitan Counties,Fluvanna,25,0,,2,2,21,208,56,135,17,1
VIRGINIA-Metropolitan Counties,Franklin,34,1,,9,2,22,564,92,427,45,0
VIRGINIA-Metropolitan Counties,Frederick,94,0,,40,12,42,1502,284,1078,140,4
VIRGINIA-Metropolitan Counties,Giles,13,0,,3,0,10,166,35,116,15,2
VIRGINIA-Metropolitan Counties,Gloucester,34,1,,9,6,18,553,53,476,24,10
VIRGINIA-Metropolitan Counties,Goochland,65,4,,3,1,57,154,26,109,19,2
VIRGINIA-Metropolitan Counties,Greene,30,0,,5,2,23,261,45,204,12,3
VIRGINIA-Metropolitan Counties,Hanover,49,0,,6,20,23,1085,111,929,45,4
VIRGINIA-Metropolitan Counties,Henrico County Police Department,568,13,,33,331,191,8557,1362,6662,533,123
VIRGINIA-Metropolitan Counties,Isle of Wight,26,0,,2,7,17,466,115,290,61,4
VIRGINIA-Metropolitan Counties,James City County Police Department,92,2,,11,16,63,863,160,653,50,18
VIRGINIA-Metropolitan Counties,King and Queen,8,0,,2,0,6,48,20,23,5,1
VIRGINIA-Metropolitan Counties,King William,11,1,,0,2,8,74,18,55,1,1
VIRGINIA-Metropolitan Counties,Loudoun,167,0,,38,34,95,2803,273,2315,215,48
VIRGINIA-Metropolitan Counties,Louisa,35,3,,8,2,22,442,81,333,28,8
VIRGINIA-Metropolitan Counties,Mathews,6,0,,0,1,5,148,34,107,7,0
VIRGINIA-Metropolitan Counties,Montgomery,53,0,,14,5,34,590,182,374,34,12
VIRGINIA-Metropolitan Counties,Nelson,13,1,,3,1,8,305,55,224,26,0
VIRGINIA-Metropolitan Counties,New Kent,27,0,,3,2,22,234,35,174,25,2
VIRGINIA-Metropolitan Counties,Powhatan,12,0,,4,0,8,250,67,168,15,0
VIRGINIA-Metropolitan Counties,Prince George County Police Department,56,0,,11,16,29,442,71,323,48,8
VIRGINIA-Metropolitan Counties,Prince William County Police Department,629,10,,23,277,319,7125,1010,5496,619,107
VIRGINIA-Metropolitan Counties,Pulaski,14,0,,5,3,6,574,85,471,18,3
VIRGINIA-Metropolitan Counties,Roanoke County Police Department,194,1,,22,24,147,1109,255,809,45,14
VIRGINIA-Metropolitan Counties,Rockingham,22,0,,6,1,15,315,113,200,2,0
VIRGINIA-Metropolitan Counties,Scott,26,2,,1,1,22,410,116,271,23,11
VIRGINIA-Metropolitan Counties,Spotsylvania,283,5,,28,34,216,1892,127,1692,73,12
VIRGINIA-Metropolitan Counties,Surry,22,0,,4,3,15,82,44,36,2,1
VIRGINIA-Metropolitan Counties,Sussex,23,0,,1,5,17,202,87,105,10,1
VIRGINIA-Metropolitan Counties,Warren,18,1,,3,3,11,288,39,228,21,6
VIRGINIA-Metropolitan Counties,Washington,90,0,,20,9,61,1317,248,1016,53,6
VIRGINIA-Metropolitan Counties,York,76,1,,11,27,37,1190,155,991,44,22
VIRGINIA-Nonmetropolitan Counties,Accomack,75,5,,8,31,31,601,169,369,63,1
VIRGINIA-Nonmetropolitan Counties,Alleghany,11,3,,1,1,6,97,31,60,6,1
VIRGINIA-Nonmetropolitan Counties,Augusta,76,1,,12,11,52,814,193,556,65,4
VIRGINIA-Nonmetropolitan Counties,Bland,4,0,,0,3,1,69,29,37,3,0
VIRGINIA-Nonmetropolitan Counties,Brunswick,21,1,,0,5,15,132,34,77,21,4
VIRGINIA-Nonmetropolitan Counties,Buchanan,44,1,,3,7,33,541,146,352,43,15
VIRGINIA-Nonmetropolitan Counties,Buckingham,15,1,,0,1,13,163,75,73,15,1
VIRGINIA-Nonmetropolitan Counties,Carroll,40,4,,5,3,28,368,91,241,36,7
VIRGINIA-Nonmetropolitan Counties,Charlotte,20,0,,1,3,16,147,41,88,18,1
VIRGINIA-Nonmetropolitan Counties,Culpeper,18,0,,3,6,9,219,44,156,19,1
VIRGINIA-Nonmetropolitan Counties,Dickenson,17,4,,3,1,9,247,33,204,10,1
VIRGINIA-Nonmetropolitan Counties,Essex,8,0,,1,0,7,83,25,51,7,1
VIRGINIA-Nonmetropolitan Counties,Floyd,12,0,,3,0,9,168,64,89,15,1
VIRGINIA-Nonmetropolitan Counties,Grayson,14,0,,2,2,10,125,39,73,13,2
VIRGINIA-Nonmetropolitan Counties,Greensville,29,0,,3,4,22,287,99,172,16,0
VIRGINIA-Nonmetropolitan Counties,Halifax,18,2,,1,1,14,300,90,189,21,0
VIRGINIA-Nonmetropolitan Counties,Henry,166,3,,18,28,117,1351,365,878,108,7
VIRGINIA-Nonmetropolitan Counties,King George,41,0,,5,8,28,382,62,290,30,1
VIRGINIA-Nonmetropolitan Counties,Lancaster,13,0,,2,2,9,114,28,81,5,1
VIRGINIA-Nonmetropolitan Counties,Lee,28,1,,0,2,25,508,159,344,5,0
VIRGINIA-Nonmetropolitan Counties,Lunenburg,12,1,,0,3,8,73,21,34,18,2
VIRGINIA-Nonmetropolitan Counties,Madison,12,0,,2,1,9,192,35,133,24,2
VIRGINIA-Nonmetropolitan Counties,Mecklenburg,47,1,,5,4,37,478,125,315,38,8
VIRGINIA-Nonmetropolitan Counties,Middlesex,9,0,,2,1,6,117,30,78,9,2
VIRGINIA-Nonmetropolitan Counties,Northampton,26,1,,3,8,14,173,53,101,19,2
VIRGINIA-Nonmetropolitan Counties,Northumberland,7,0,,0,2,5,123,36,82,5,1
VIRGINIA-Nonmetropolitan Counties,Nottoway,10,1,,1,1,7,108,20,77,11,2
VIRGINIA-Nonmetropolitan Counties,Orange,32,0,,6,2,24,238,50,171,17,2
VIRGINIA-Nonmetropolitan Counties,Page,27,0,,13,1,13,227,90,125,12,7
VIRGINIA-Nonmetropolitan Counties,Patrick,27,0,,6,3,18,447,121,271,55,0
VIRGINIA-Nonmetropolitan Counties,Rappahannock,3,0,,0,1,2,47,19,25,3,0
VIRGINIA-Nonmetropolitan Counties,Richmond,10,0,,2,0,8,54,5,44,5,0
VIRGINIA-Nonmetropolitan Counties,Rockbridge,14,0,,2,1,11,308,63,230,15,0
VIRGINIA-Nonmetropolitan Counties,Russell,30,0,,7,3,20,308,95,184,29,8
VIRGINIA-Nonmetropolitan Counties,Smyth,36,1,,7,4,24,364,69,275,20,7
VIRGINIA-Nonmetropolitan Counties,Southampton,38,2,,2,7,27,346,93,238,15,2
VIRGINIA-Nonmetropolitan Counties,Tazewell,54,2,,11,7,34,501,108,374,19,4
VIRGINIA-Nonmetropolitan Counties,Westmoreland,18,0,,3,2,13,208,35,159,14,3
VIRGINIA-Nonmetropolitan Counties,Wise,62,1,,6,1,54,421,126,257,38,21
VIRGINIA-Nonmetropolitan Counties,Wythe,24,0,,2,2,20,161,28,128,5,1
WASHINGTON-Metropolitan Counties,Asotin,15,0,,0,3,12,143,39,94,10,0
WASHINGTON-Metropolitan Counties,Benton,59,3,,7,1,48,647,226,381,40,9
WASHINGTON-Metropolitan Counties,Chelan,40,1,,15,3,21,886,153,698,35,3
WASHINGTON-Metropolitan Counties,Clark,271,2,,76,46,147,4125,801,2757,567,57
WASHINGTON-Metropolitan Counties,Cowlitz,47,0,,13,1,33,684,242,371,71,6
WASHINGTON-Metropolitan Counties,Douglas,41,2,,4,6,29,549,135,376,38,4
WASHINGTON-Metropolitan Counties,Franklin,13,0,,2,2,9,192,51,118,23,4
WASHINGTON-Metropolitan Counties,King,685,16,,121,212,336,7900,2466,4170,1264,158
WASHINGTON-Metropolitan Counties,Kitsap,581,1,,114,41,425,3556,992,2329,235,36
WASHINGTON-Metropolitan Counties,Pierce6,1099,6,,94,187,812,10419,2743,5824,1852,82
WASHINGTON-Metropolitan Counties,Skagit,82,1,,25,8,48,1648,508,1024,116,18
WASHINGTON-Metropolitan Counties,Skamania,27,0,,8,2,17,254,53,186,15,1
WASHINGTON-Metropolitan Counties,Spokane,331,1,,7,21,302,2286,576,1443,267,10
WASHINGTON-Metropolitan Counties,Thurston,244,3,,21,27,193,2631,778,1577,276,21
WASHINGTON-Metropolitan Counties,Whatcom,157,0,,45,8,104,1520,540,857,123,8
WASHINGTON-Metropolitan Counties,Yakima,119,4,,30,29,56,2747,989,1289,469,55
WASHINGTON-Nonmetropolitan Counties,Adams,16,1,,6,2,7,297,87,187,23,7
WASHINGTON-Nonmetropolitan Counties,Clallam,71,0,,24,1,46,696,170,477,49,4
WASHINGTON-Nonmetropolitan Counties,Columbia,2,0,,0,0,2,177,33,138,6,1
WASHINGTON-Nonmetropolitan Counties,Ferry,3,1,,0,0,2,27,9,17,1,0
WASHINGTON-Nonmetropolitan Counties,Garfield,3,0,,0,0,3,48,10,37,1,0
WASHINGTON-Nonmetropolitan Counties,Grant,86,2,,8,13,63,1634,478,984,172,19
WASHINGTON-Nonmetropolitan Counties,Grays Harbor,36,1,,4,4,27,561,202,292,67,5
WASHINGTON-Nonmetropolitan Counties,Island,36,0,,13,2,21,1181,374,767,40,1
WASHINGTON-Nonmetropolitan Counties,Jefferson,51,0,,5,2,44,520,157,332,31,1
WASHINGTON-Nonmetropolitan Counties,Kittitas,15,0,,2,2,11,592,174,384,34,1
WASHINGTON-Nonmetropolitan Counties,Klickitat,4,1,,0,0,3,160,113,15,32,0
WASHINGTON-Nonmetropolitan Counties,Lewis,62,1,,11,5,45,847,286,483,78,10
WASHINGTON-Nonmetropolitan Counties,Lincoln,4,0,,2,1,1,199,44,147,8,0
WASHINGTON-Nonmetropolitan Counties,Mason,137,0,,31,13,93,1747,560,979,208,8
WASHINGTON-Nonmetropolitan Counties,Okanogan,37,0,,11,2,24,470,133,306,31,2
WASHINGTON-Nonmetropolitan Counties,Pacific,21,0,,2,2,17,408,155,218,35,0
WASHINGTON-Nonmetropolitan Counties,Pend Oreille,6,1,,1,1,3,413,93,294,26,0
WASHINGTON-Nonmetropolitan Counties,San Juan,9,0,,2,1,6,220,60,136,24,2
WASHINGTON-Nonmetropolitan Counties,Stevens,38,1,,10,3,24,724,256,403,65,2
WASHINGTON-Nonmetropolitan Counties,Wahkiakum,9,0,,2,0,7,47,19,21,7,0
WASHINGTON-Nonmetropolitan Counties,Walla Walla,17,0,,6,0,11,385,94,266,25,0
WASHINGTON-Nonmetropolitan Counties,Whitman,13,0,,10,0,3,89,17,64,8,0
WEST VIRGINIA-Metropolitan Counties,Berkeley,80,3,,1,19,57,1212,270,880,62,15
WEST VIRGINIA-Metropolitan Counties,Boone,26,0,,3,1,22,87,26,46,15,0
WEST VIRGINIA-Metropolitan Counties,Brooke,27,1,,1,0,25,75,23,47,5,3
WEST VIRGINIA-Metropolitan Counties,Cabell,41,0,,6,15,20,810,221,500,89,6
WEST VIRGINIA-Metropolitan Counties,Hampshire,30,0,,0,1,29,127,51,66,10,6
WEST VIRGINIA-Metropolitan Counties,Hancock,4,0,,0,0,4,21,6,14,1,0
WEST VIRGINIA-Metropolitan Counties,Jefferson,49,0,,8,3,38,442,91,295,56,9
WEST VIRGINIA-Metropolitan Counties,Kanawha,170,0,,12,28,130,1308,473,685,150,24
WEST VIRGINIA-Metropolitan Counties,Marshall,11,0,,1,0,10,219,58,139,22,3
WEST VIRGINIA-Metropolitan Counties,Mineral,57,1,,0,1,55,45,14,25,6,1
WEST VIRGINIA-Metropolitan Counties,Monongalia,44,0,,5,3,36,465,71,370,24,2
WEST VIRGINIA-Metropolitan Counties,Morgan,13,0,,0,2,11,55,20,31,4,0
WEST VIRGINIA-Metropolitan Counties,Pleasants,1,0,,0,0,1,10,7,3,0,0
WEST VIRGINIA-Metropolitan Counties,Putnam,66,0,,13,8,45,930,162,685,83,9
WEST VIRGINIA-Metropolitan Counties,Wood,72,3,,0,2,67,432,110,299,23,10
WEST VIRGINIA-Nonmetropolitan Counties,Braxton,13,0,,0,0,13,35,7,27,1,1
WEST VIRGINIA-Nonmetropolitan Counties,Fayette,78,3,,9,3,63,391,159,194,38,8
WEST VIRGINIA-Nonmetropolitan Counties,Greenbrier,9,0,,1,0,8,151,58,79,14,1
WEST VIRGINIA-Nonmetropolitan Counties,Hardy,4,0,,0,0,4,40,13,27,0,1
WEST VIRGINIA-Nonmetropolitan Counties,Harrison,56,2,,0,2,52,483,151,287,45,2
WEST VIRGINIA-Nonmetropolitan Counties,Jackson,9,2,,0,1,6,43,4,23,16,0
WEST VIRGINIA-Nonmetropolitan Counties,Lewis,3,0,,0,0,3,29,8,19,2,0
WEST VIRGINIA-Nonmetropolitan Counties,Mason,9,0,,2,0,7,193,6,163,24,1
WEST VIRGINIA-Nonmetropolitan Counties,McDowell,16,0,,0,3,13,80,28,37,15,1
WEST VIRGINIA-Nonmetropolitan Counties,Mercer,91,2,,3,9,77,532,203,282,47,1
WEST VIRGINIA-Nonmetropolitan Counties,Mingo,2,0,,0,0,2,1,0,0,1,0
WEST VIRGINIA-Nonmetropolitan Counties,Monroe,8,0,,0,0,8,36,11,22,3,0
WEST VIRGINIA-Nonmetropolitan Counties,Nicholas,42,0,,7,3,32,418,92,294,32,3
WEST VIRGINIA-Nonmetropolitan Counties,Pendleton,0,0,,0,0,0,0,0,0,0,0
WEST VIRGINIA-Nonmetropolitan Counties,Pocahontas,3,0,,0,0,3,18,6,10,2,0
WEST VIRGINIA-Nonmetropolitan Counties,Raleigh,107,1,,0,16,90,1219,272,850,97,15
WEST VIRGINIA-Nonmetropolitan Counties,Randolph,10,0,,1,1,8,45,15,27,3,0
WEST VIRGINIA-Nonmetropolitan Counties,Ritchie,7,1,,1,0,5,45,14,27,4,0
WEST VIRGINIA-Nonmetropolitan Counties,Summers,13,0,,0,1,12,55,20,28,7,3
WEST VIRGINIA-Nonmetropolitan Counties,Tyler,0,0,,0,0,0,1,0,1,0,0
WEST VIRGINIA-Nonmetropolitan Counties,Upshur,6,0,,0,1,5,60,23,30,7,3
WEST VIRGINIA-Nonmetropolitan Counties,Wyoming,7,0,,0,5,2,217,152,58,7,0
WISCONSIN-Metropolitan Counties,Brown,49,0,,17,0,32,1318,234,1030,54,5
WISCONSIN-Metropolitan Counties,Calumet,8,0,,0,3,5,266,85,174,7,0
WISCONSIN-Metropolitan Counties,Chippewa,13,1,,8,0,4,427,87,310,30,0
WISCONSIN-Metropolitan Counties,Columbia,32,0,,2,1,29,400,123,259,18,0
WISCONSIN-Metropolitan Counties,Dane,66,0,,15,11,40,1376,324,967,85,7
WISCONSIN-Metropolitan Counties,Douglas,11,0,,2,2,7,258,101,132,25,0
WISCONSIN-Metropolitan Counties,Eau Claire,11,0,,1,1,9,282,98,170,14,2
WISCONSIN-Metropolitan Counties,Fond du Lac,42,0,,3,2,37,285,61,198,26,4
WISCONSIN-Metropolitan Counties,Iowa,9,0,,0,0,9,188,43,138,7,0
WISCONSIN-Metropolitan Counties,Kenosha,34,1,,2,12,19,772,184,554,34,0
WISCONSIN-Metropolitan Counties,Kewaunee,7,0,,2,0,5,97,26,64,7,1
WISCONSIN-Metropolitan Counties,La Crosse,12,0,,2,1,9,178,42,120,16,1
WISCONSIN-Metropolitan Counties,Marathon,73,0,,0,0,73,477,137,323,17,2
WISCONSIN-Metropolitan Counties,Milwaukee,5,0,,2,2,1,48,5,42,1,0
WISCONSIN-Metropolitan Counties,Oconto,1,0,,0,1,0,634,261,307,66,1
WISCONSIN-Metropolitan Counties,Outagamie,20,1,,5,0,14,466,74,376,16,0
WISCONSIN-Metropolitan Counties,Ozaukee,21,0,,2,0,19,126,26,96,4,4
WISCONSIN-Metropolitan Counties,Pierce,10,0,,0,0,10,255,106,136,13,0
WISCONSIN-Metropolitan Counties,Racine,17,0,,1,9,7,683,95,539,49,5
WISCONSIN-Metropolitan Counties,Rock,38,3,,9,3,23,605,187,396,22,4
WISCONSIN-Metropolitan Counties,Sheboygan,38,0,,5,2,31,513,102,395,16,3
WISCONSIN-Metropolitan Counties,St. Croix,24,0,,5,3,16,591,187,365,39,2
WISCONSIN-Metropolitan Counties,Washington,24,0,,6,1,17,567,122,409,36,8
WISCONSIN-Metropolitan Counties,Waukesha,30,0,,5,4,21,493,101,378,14,0
WISCONSIN-Metropolitan Counties,Winnebago,17,0,,0,0,17,409,131,260,18,1
WISCONSIN-Nonmetropolitan Counties,Adams,11,0,,0,0,11,54,29,23,2,0
WISCONSIN-Nonmetropolitan Counties,Ashland,11,0,,1,0,10,49,16,27,6,0
WISCONSIN-Nonmetropolitan Counties,Barron,4,0,,2,1,1,264,111,125,28,4
WISCONSIN-Nonmetropolitan Counties,Bayfield,29,1,,1,2,25,186,54,115,17,2
WISCONSIN-Nonmetropolitan Counties,Buffalo,0,0,,0,0,0,74,18,40,16,0
WISCONSIN-Nonmetropolitan Counties,Burnett,9,0,,0,0,9,432,217,194,21,2
WISCONSIN-Nonmetropolitan Counties,Clark,12,0,,0,1,11,267,47,203,17,1
WISCONSIN-Nonmetropolitan Counties,Crawford,5,0,,4,0,1,154,30,119,5,0
WISCONSIN-Nonmetropolitan Counties,Dodge,37,1,,5,0,31,266,73,177,16,3
WISCONSIN-Nonmetropolitan Counties,Door,9,0,,1,0,8,224,45,172,7,0
WISCONSIN-Nonmetropolitan Counties,Dunn,31,0,,4,0,27,219,61,141,17,1
WISCONSIN-Nonmetropolitan Counties,Florence,7,0,,0,0,7,115,48,62,5,1
WISCONSIN-Nonmetropolitan Counties,Forest,16,0,,0,2,14,204,56,128,20,3
WISCONSIN-Nonmetropolitan Counties,Grant,33,0,,1,0,32,195,94,89,12,1
WISCONSIN-Nonmetropolitan Counties,Green,10,2,,3,0,5,167,46,110,11,1
WISCONSIN-Nonmetropolitan Counties,Green Lake,4,0,,0,0,4,111,31,79,1,0
WISCONSIN-Nonmetropolitan Counties,Iron,12,0,,1,0,11,54,22,32,0,0
WISCONSIN-Nonmetropolitan Counties,Jackson,15,0,,8,3,4,298,70,195,33,1
WISCONSIN-Nonmetropolitan Counties,Jefferson,51,0,,7,1,43,478,167,287,24,6
WISCONSIN-Nonmetropolitan Counties,Juneau,28,2,,4,0,22,280,86,171,23,0
WISCONSIN-Nonmetropolitan Counties,Lafayette,2,0,,1,0,1,165,40,122,3,1
WISCONSIN-Nonmetropolitan Counties,Langlade,9,0,,2,0,7,268,116,145,7,1
WISCONSIN-Nonmetropolitan Counties,Lincoln,3,0,,1,0,2,200,69,115,16,0
WISCONSIN-Nonmetropolitan Counties,Manitowoc,31,1,,4,2,24,285,85,185,15,3
WISCONSIN-Nonmetropolitan Counties,Marinette,14,3,,3,0,8,416,184,205,27,4
WISCONSIN-Nonmetropolitan Counties,Marquette,17,0,,3,0,14,118,11,80,27,0
WISCONSIN-Nonmetropolitan Counties,Menominee,3,0,,0,0,3,89,19,68,2,0
WISCONSIN-Nonmetropolitan Counties,Monroe,14,1,,3,0,10,264,70,164,30,0
WISCONSIN-Nonmetropolitan Counties,Oneida,12,0,,4,1,7,284,119,158,7,36
WISCONSIN-Nonmetropolitan Counties,Pepin,8,0,,1,0,7,24,22,0,2,0
WISCONSIN-Nonmetropolitan Counties,Polk,81,0,,14,1,66,391,153,212,26,4
WISCONSIN-Nonmetropolitan Counties,Portage,22,0,,3,1,18,348,107,229,12,0
WISCONSIN-Nonmetropolitan Counties,Price,25,0,,0,0,25,89,41,43,5,2
WISCONSIN-Nonmetropolitan Counties,Richland,24,0,,0,0,24,151,45,96,10,0
WISCONSIN-Nonmetropolitan Counties,Rusk,0,0,,0,0,0,106,28,72,6,0
WISCONSIN-Nonmetropolitan Counties,Sauk,33,0,,2,6,25,614,88,497,29,0
WISCONSIN-Nonmetropolitan Counties,Sawyer,27,1,,4,0,22,315,93,190,32,0
WISCONSIN-Nonmetropolitan Counties,Shawano,9,0,,0,1,8,531,187,312,32,0
WISCONSIN-Nonmetropolitan Counties,Taylor,8,0,,4,0,4,187,64,112,11,0
WISCONSIN-Nonmetropolitan Counties,Trempealeau,3,0,,3,0,0,100,32,62,6,1
WISCONSIN-Nonmetropolitan Counties,Vernon,11,0,,4,0,7,145,39,97,9,0
WISCONSIN-Nonmetropolitan Counties,Vilas,18,0,,4,0,14,210,57,140,13,0
WISCONSIN-Nonmetropolitan Counties,Walworth,6,0,,5,0,1,407,75,297,35,1
WISCONSIN-Nonmetropolitan Counties,Washburn,20,0,,2,0,18,212,80,128,4,2
WISCONSIN-Nonmetropolitan Counties,Waupaca,19,0,,6,0,13,470,130,298,42,0
WISCONSIN-Nonmetropolitan Counties,Waushara,11,1,,1,0,9,341,66,255,20,0
WISCONSIN-Nonmetropolitan Counties,Wood,7,0,,2,1,4,227,64,145,18,1
WYOMING-Metropolitan Counties,Laramie,39,0,,10,2,27,503,116,359,28,2
WYOMING-Metropolitan Counties,Natrona,9,2,,0,1,6,380,118,230,32,0
WYOMING-Nonmetropolitan Counties,Albany,5,0,,0,1,4,73,16,49,8,0
WYOMING-Nonmetropolitan Counties,Big Horn,16,0,,1,0,15,35,12,20,3,0
WYOMING-Nonmetropolitan Counties,Campbell,35,0,,4,2,29,245,41,177,27,1
WYOMING-Nonmetropolitan Counties,Carbon,5,1,,1,0,3,48,4,40,4,0
WYOMING-Nonmetropolitan Counties,Converse,12,0,,2,0,10,46,6,38,2,1
WYOMING-Nonmetropolitan Counties,Crook,3,0,,0,0,3,60,18,38,4,0
WYOMING-Nonmetropolitan Counties,Fremont,17,0,,3,2,12,151,25,115,11,0
WYOMING-Nonmetropolitan Counties,Goshen,29,0,,2,0,27,80,9,66,5,0
WYOMING-Nonmetropolitan Counties,Hot Springs,4,0,,0,1,3,16,4,11,1,0
WYOMING-Nonmetropolitan Counties,Johnson,4,0,,1,0,3,35,3,31,1,0
WYOMING-Nonmetropolitan Counties,Lincoln,11,1,,0,1,9,183,84,90,9,1
WYOMING-Nonmetropolitan Counties,Niobrara,0,0,,0,0,0,14,2,12,0,0
WYOMING-Nonmetropolitan Counties,Park,35,0,,2,0,33,76,25,49,2,0
WYOMING-Nonmetropolitan Counties,Platte,1,0,,0,0,1,42,19,20,3,0
WYOMING-Nonmetropolitan Counties,Sheridan,6,0,,1,0,5,75,18,47,10,0
WYOMING-Nonmetropolitan Counties,Sublette,37,1,,3,0,33,244,48,184,12,3
WYOMING-Nonmetropolitan Counties,Sweetwater,25,0,,4,0,21,177,58,106,13,4
WYOMING-Nonmetropolitan Counties,Teton,7,0,,0,0,7,137,23,104,10,1
WYOMING-Nonmetropolitan Counties,Uinta,4,1,,2,0,1,151,2,146,3,0
WYOMING-Nonmetropolitan Counties,Washakie,10,1,,0,0,9,13,3,7,3,0
WYOMING-Nonmetropolitan Counties,Weston,3,0,,0,0,3,7,4,1,2,0
